"","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"1265",0,1468117149,"Mon Apr 06 23:48:27 PDT 2009","NO_QUERY","VOCALSpeakers","@PriscillaCruz So funny because I watched 'Only The Strong' today, what are the chances? I miss Capoeira   Zoom Zoom!","PriscillaCruz So funny because I watched 'Only The Strong' today what are the chances I miss Capoeira   Zoom Zoom","PriscillaCruz So funny because I watched  Only The Strong  today what are the chances I miss Capoeira   Zoom Zoom"," PriscillaCruz funny watched Strong are chances miss Capoeira Zoom Zoom"
"1266",0,1468117261,"Mon Apr 06 23:48:30 PDT 2009","NO_QUERY","T_Vee","It's official! I'm going to have an educational summer. Owh God. Bless me ","It's official I'm going to have an educational summer Owh God Bless me ","It s official I m going to have an educational summer Owh God Bless me "," s official m going have educational summer Owh God Bless"
"1267",0,1468117349,"Mon Apr 06 23:48:35 PDT 2009","NO_QUERY","AngelofMusicDT","@avisionofbeauty your phone doesn't like it  sorry","avisionofbeauty your phone doesn't like it  sorry","avisionofbeauty your phone doesn t like it  sorry"," avisionofbeauty phone doesn like sorry"
"1268",0,1468117525,"Mon Apr 06 23:48:37 PDT 2009","NO_QUERY","brokenempire","too much to do  not enough motivation ","too much to do  not enough motivation ","too much to do  not enough motivation "," do motivation"
"1269",0,1468117822,"Mon Apr 06 23:48:41 PDT 2009","NO_QUERY","monicamariee","@missoliviaa nooo brat. to the west coast hahaa quite making me sad ","missoliviaa nooo brat to the west coast hahaa quite making me sad ","missoliviaa nooo brat to the west coast hahaa quite making me sad "," missoliviaa nooo brat west coast hahaa making sad"
"1270",0,1468118017,"Mon Apr 06 23:48:45 PDT 2009","NO_QUERY","24Jessica","oh everyone is going to sleep, how much i wish i could  its only 4.45pm, and im @ work!","oh everyone is going to sleep how much i wish i could  its only 445pm and im  work","oh everyone is going to sleep how much i wish i could  its only 445pm and im  work"," is going sleep wish only 445pm im work"
"1271",0,1468118110,"Mon Apr 06 23:48:47 PDT 2009","NO_QUERY","orcfiend","One thing I hate about dozing off in lects, I wake up to a sheaf of wet and badly smudged notes. ","One thing I hate about dozing off in lects I wake up to a sheaf of wet and badly smudged notes ","One thing I hate about dozing off in lects I wake up to a sheaf of wet and badly smudged notes "," thing hate dozing lects wake sheaf wet smudged notes"
"1272",0,1468118777,"Mon Apr 06 23:49:00 PDT 2009","NO_QUERY","AmanduhhNicolee","Sleepy head.. chances of actually sleeping? Slim to FUCKING NONE! ","Sleepy head chances of actually sleeping Slim to FUCKING NONE ","Sleepy head chances of actually sleeping Slim to FUCKING NONE "," Sleepy head chances sleeping Slim"
"1273",0,1468119061,"Mon Apr 06 23:49:06 PDT 2009","NO_QUERY","danielburrowes","Where has all my money gone?! ","Where has all my money gone ","Where has all my money gone "," has money gone"
"1274",0,1468119931,"Mon Apr 06 23:49:24 PDT 2009","NO_QUERY","FunnyJennyHoney","Now I'm down to 10% battery! ","Now I'm down to 10 battery ","Now I m down to 10 battery "," m battery"
"1275",0,1468120199,"Mon Apr 06 23:49:29 PDT 2009","NO_QUERY","Celz29","@KristenjStewart just watched the trailer for adventureland on itunes looks so funny!! pity i don't think we get it in Australia ","KristenjStewart just watched the trailer for adventureland on itunes looks so funny pity i don't think we get it in Australia ","KristenjStewart just watched the trailer for adventureland on itunes looks so funny pity i don t think we get it in Australia "," KristenjStewart just watched trailer adventureland itunes looks funny pity don think get Australia"
"1276",0,1468120614,"Mon Apr 06 23:49:38 PDT 2009","NO_QUERY","stevierockall","I'm so tired, have to get up and go in to school during holidays for the 3rd time  xxx","I'm so tired have to get up and go in to school during holidays for the 3rd time  xxx","I m so tired have to get up and go in to school during holidays for the 3rd time  xxx"," m tired have get go school holidays time"
"1277",0,1468120671,"Mon Apr 06 23:49:39 PDT 2009","NO_QUERY","thibet","OMG, more than 360 people is the death toll in Italy ","OMG more than 360 people is the death toll in Italy ","OMG more than 360 people is the death toll in Italy "," OMG people is death toll Italy"
"1278",0,1468120850,"Mon Apr 06 23:49:43 PDT 2009","NO_QUERY","ItzherS0le","@ThisismyiQ layin down...i dont feel well ","ThisismyiQ layin downi dont feel well ","ThisismyiQ layin downi dont feel well "," ThisismyiQ layin downi dont feel well"
"1279",0,1468120860,"Mon Apr 06 23:49:43 PDT 2009","NO_QUERY","kelz017","@SCC_Skwerl Aww how depressing! ","SCCSkwerl Aww how depressing ","SCCSkwerl Aww how depressing "," SCCSkwerl depressing"
"1280",0,1468121052,"Mon Apr 06 23:49:49 PDT 2009","NO_QUERY","angelarg","@TheBlondeTheory  ditch in another parish. Some really sick people in this world. ","TheBlondeTheory  ditch in another parish Some really sick people in this world ","TheBlondeTheory  ditch in another parish Some really sick people in this world "," TheBlondeTheory ditch parish sick people world"
"1281",0,1468121466,"Mon Apr 06 23:49:56 PDT 2009","NO_QUERY","tominlumban","Yo jimo i cant talk on aim anymore, its glitching  ill cya later and i hope u see this","Yo jimo i cant talk on aim anymore its glitching  ill cya later and i hope u see this","Yo jimo i cant talk on aim anymore its glitching  ill cya later and i hope u see this"," jimo cant talk aim glitching ill cya hope see"
"1282",0,1468121650,"Mon Apr 06 23:49:59 PDT 2009","NO_QUERY","CharlieMills","I just gave an msu fan a car rental discount.. He looked so sad I just couldn't turn him away.. ","I just gave an msu fan a car rental discount He looked so sad I just couldn't turn him away ","I just gave an msu fan a car rental discount He looked so sad I just couldn t turn him away "," just gave msu fan car rental discount looked sad just couldn turn away"
"1283",0,1468121819,"Mon Apr 06 23:50:04 PDT 2009","NO_QUERY","CocoaBiege","ordered a pita...it NEVR came! why they say the fax machine broke and the driver left, what about my empty BELLY ","ordered a pitait NEVR came why they say the fax machine broke and the driver left what about my empty BELLY ","ordered a pitait NEVR came why they say the fax machine broke and the driver left what about my empty BELLY "," ordered pitait NEVR came say fax machine broke driver left empty BELLY"
"1284",0,1468122136,"Mon Apr 06 23:50:07 PDT 2009","NO_QUERY","KJade","Britney was fucking amazing!! After we just went back to the hotel...I hate travelling with cheapos. ","Britney was fucking amazing After we just went back to the hotelI hate travelling with cheapos ","Britney was fucking amazing After we just went back to the hotelI hate travelling with cheapos "," Britney was fucking amazing just went back hotelI hate travelling cheapos"
"1285",0,1468122378,"Mon Apr 06 23:50:12 PDT 2009","NO_QUERY","TrueFollowers","@powerpoole some people try to be tricky, some stop using twitter at all  i guess it's as good as it gets! i had to try.","powerpoole some people try to be tricky some stop using twitter at all  i guess it's as good as it gets i had to try","powerpoole some people try to be tricky some stop using twitter at all  i guess it s as good as it gets i had to try"," people try be tricky stop using twitter guess s good gets had try"
"1286",0,1468122865,"Mon Apr 06 23:50:21 PDT 2009","NO_QUERY","sylvestor","@dra6on now I am sad cos u r sad ","dra6on now I am sad cos u r sad ","dra6on now I am sad cos u r sad "," dra6on am sad sad"
"1287",0,1468122881,"Mon Apr 06 23:50:21 PDT 2009","NO_QUERY","awolat25","@gotobekiddingme I tried.....and failed ","gotobekiddingme I triedand failed ","gotobekiddingme I triedand failed "," gotobekiddingme failed"
"1288",0,1468122943,"Mon Apr 06 23:50:22 PDT 2009","NO_QUERY","SimplyBijoux","@ditty003 I'm looking at mine And I can't even get to it... School work sucks...atleast when u get home that's it  LOL","ditty003 I'm looking at mine And I can't even get to it School work sucksatleast when u get home that's it  LOL","ditty003 I m looking at mine And I can t even get to it School work sucksatleast when u get home that s it  LOL"," m looking mine even get School work sucksatleast get home s LOL"
"1289",0,1468123320,"Mon Apr 06 23:50:30 PDT 2009","NO_QUERY","maximCH","AC/DC rocked last night. Back to reality today.  70000 people without homes and &gt;150 dead in Italy ","AC/DC rocked last night Back to reality today  70000 people without homes and gt150 dead in Italy ","AC DC rocked last night Back to reality today  70000 people without homes and gt150 dead in Italy "," AC DC rocked last night Back reality people homes gt150 dead Italy"
"1290",0,1468123355,"Mon Apr 06 23:50:30 PDT 2009","NO_QUERY","albynomonk","@heatherlibby  Oh well, she seems like trouble. Christian Slater is trying to kill her at the moment.","heatherlibby  Oh well she seems like trouble Christian Slater is trying to kill her at the moment","heatherlibby  Oh well she seems like trouble Christian Slater is trying to kill her at the moment"," heatherlibby well seems like trouble Christian Slater is trying kill moment"
"1291",0,1468123549,"Mon Apr 06 23:50:34 PDT 2009","NO_QUERY","samantha101","Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World! XOXO","Hoping I can get some decent sleep tonight since I didn't get any worth shittt last night  Goodnight World XOXO","Hoping I can get some decent sleep tonight since I didn t get any worth shittt last night  Goodnight World XOXO"," Hoping get decent sleep didn get worth shittt last night Goodnight World XOXO"
"1292",0,1468123671,"Mon Apr 06 23:50:37 PDT 2009","NO_QUERY","greatAni","i want diana F+. it looks great... ","i want diana F it looks great ","i want diana F it looks great "," want diana F looks great"
"1293",0,1468123951,"Mon Apr 06 23:50:42 PDT 2009","NO_QUERY","tlpayne82","i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow ","i've got one of those spots that doesn't really show yet but hurts like hell and will no doubt be a beauty tomorrow ","i ve got one of those spots that doesn t really show yet but hurts like hell and will no doubt be a beauty tomorrow "," ve got spots doesn show hurts like hell will no doubt be beauty"
"1294",0,1468123982,"Mon Apr 06 23:50:42 PDT 2009","NO_QUERY","EdLectronic","@ekim1406 hehehe too bad they were separated ","ekim1406 hehehe too bad they were separated ","ekim1406 hehehe too bad they were separated "," hehehe bad were separated"
"1295",0,1468124277,"Mon Apr 06 23:50:47 PDT 2009","NO_QUERY","Maryeeezy","Babe aint callin ","Babe aint callin ","Babe aint callin "," Babe aint callin"
"1296",0,1468124345,"Mon Apr 06 23:50:49 PDT 2009","NO_QUERY","_iStone_","@Hetty4Christ heh, yeah, I shakily conquered the ladder. Pointless job, tho. We're too far away to receive digital signal w/ antenna. ","Hetty4Christ heh yeah I shakily conquered the ladder Pointless job tho We're too far away to receive digital signal w/ antenna ","Hetty4Christ heh yeah I shakily conquered the ladder Pointless job tho We re too far away to receive digital signal w  antenna "," Hetty4Christ conquered ladder Pointless job tho away receive digital signal w antenna"
"1297",0,1468124592,"Mon Apr 06 23:50:54 PDT 2009","NO_QUERY","kevatkinson","Good morning, hope everyone is feeling better than me.... this cold has really got hold now ","Good morning hope everyone is feeling better than me this cold has really got hold now ","Good morning hope everyone is feeling better than me this cold has really got hold now "," Good morning hope is feeling cold has got hold"
"1298",0,1468124826,"Mon Apr 06 23:50:58 PDT 2009","NO_QUERY","Helenvking","Train rammed, fellow commuters vile . Special derision reserved for the man who appeared out of nowhere to claim 'his' seat. Luggage rack ","Train rammed fellow commuters vile  Special derision reserved for the man who appeared out of nowhere to claim 'his' seat Luggage rack ","Train rammed fellow commuters vile  Special derision reserved for the man who appeared out of nowhere to claim  his  seat Luggage rack "," Train rammed fellow commuters vile Special derision reserved man appeared claim seat Luggage rack"
"1299",0,1468124898,"Mon Apr 06 23:50:59 PDT 2009","NO_QUERY","Goodgirl28","@Kal_Penn I will miss you on the show... you were awesome!  What a shock!!  ","KalPenn I will miss you on the show you were awesome  What a shock  ","KalPenn I will miss you on the show you were awesome  What a shock  "," KalPenn will miss show were awesome shock"
"1300",0,1468124983,"Mon Apr 06 23:51:01 PDT 2009","NO_QUERY","monsterheart","talking to a boy  hating work though ","talking to a boy  hating work though ","talking to a boy  hating work though "," talking boy hating work"
"1301",0,1468125055,"Mon Apr 06 23:51:04 PDT 2009","NO_QUERY","Ebonii_Smilez","someone keep me up....im at work ","someone keep me upim at work ","someone keep me upim at work "," keep upim work"
"1302",0,1468125498,"Mon Apr 06 23:51:13 PDT 2009","NO_QUERY","maialevenson","@LarrissaR please don't leave. stay for grant's bday ","LarrissaR please don't leave stay for grant's bday ","LarrissaR please don t leave stay for grant s bday "," LarrissaR don leave stay grant s bday"
"1303",0,1468125812,"Mon Apr 06 23:51:17 PDT 2009","NO_QUERY","aniita_0517","@DanielCalderonL yeaah I hate that! ","DanielCalderonL yeaah I hate that ","DanielCalderonL yeaah I hate that "," DanielCalderonL yeaah hate"
"1304",0,1468125995,"Mon Apr 06 23:51:22 PDT 2009","NO_QUERY","BOSSVK","@pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world.","pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world","pmelt the only bad thing about aids is you can only catch it once  Id want to inflict more pain on the deadshits of this world"," pmelt only bad thing aids is only catch Id want inflict pain deadshits world"
"1305",0,1468126027,"Mon Apr 06 23:51:22 PDT 2009","NO_QUERY","rodarte","@childhoodflames whats wrong! ","childhoodflames whats wrong ","childhoodflames whats wrong "," childhoodflames whats wrong"
"1306",0,1468126077,"Mon Apr 06 23:51:26 PDT 2009","NO_QUERY","melychica","Off to bed now, sick n can't sleep but will try w/ help of meds :s ","Off to bed now sick n can't sleep but will try w/ help of meds s ","Off to bed now sick n can t sleep but will try w  help of meds s "," bed sick sleep will try w help meds s"
"1307",0,1468126107,"Mon Apr 06 23:51:23 PDT 2009","NO_QUERY","britchan","Blip.fm is down...I'm going back to normal tweeting for a while. ","Blipfm is downI'm going back to normal tweeting for a while ","Blipfm is downI m going back to normal tweeting for a while "," Blipfm is downI m going back normal tweeting while"
"1308",0,1468126823,"Mon Apr 06 23:51:38 PDT 2009","NO_QUERY","bronte_saurus","@Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho","Lilylauren I get sad when ppl shave their moustaches  I don't know if I'd cry about it tho","Lilylauren I get sad when ppl shave their moustaches  I don t know if I d cry about it tho"," Lilylauren get sad ppl shave moustaches don know cry tho"
"1309",0,1468126872,"Mon Apr 06 23:51:39 PDT 2009","NO_QUERY","xallthatjazzx","Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. ","Oh my gosh Oh my goshSusy is going to kill me with her remedy ","Oh my gosh Oh my goshSusy is going to kill me with her remedy "," goshSusy is going kill remedy"
"1310",0,1468127034,"Mon Apr 06 23:51:42 PDT 2009","NO_QUERY","catlo413","Finally going to sleep and waking up early to study ","Finally going to sleep and waking up early to study ","Finally going to sleep and waking up early to study "," going sleep waking early study"
"1311",0,1468127300,"Mon Apr 06 23:51:48 PDT 2009","NO_QUERY","Stephfy","I miss my friends from elementary and middle school ","I miss my friends from elementary and middle school ","I miss my friends from elementary and middle school "," miss friends elementary middle school"
"1312",0,1468127615,"Mon Apr 06 23:51:55 PDT 2009","NO_QUERY","GeorgeEllison","@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)","cyantificNHS Balls  Although without the tunes it's just a holiday then ","cyantificNHS Balls  Although without the tunes it s just a holiday then "," cyantificNHS Balls tunes s just holiday then"
"1313",0,1468127877,"Mon Apr 06 23:52:00 PDT 2009","NO_QUERY","HilaryBays","chick corea was tonight...and I missed it  ...now she sobs","chick corea was tonightand I missed it  now she sobs","chick corea was tonightand I missed it  now she sobs"," chick corea was tonightand missed sobs"
"1314",0,1468127961,"Mon Apr 06 23:52:02 PDT 2009","NO_QUERY","JaneLavinia","I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!","I'm going to love this season of the hills I can tell  Spartans sucked    Goodnight","I m going to love this season of the hills I can tell  Spartans sucked    Goodnight"," m going love season hills tell Spartans sucked Goodnight"
"1315",0,1468128655,"Mon Apr 06 23:52:16 PDT 2009","NO_QUERY","nataliebaladi","needs to study for quant and do legal process assessment for 2moro ","needs to study for quant and do legal process assessment for 2moro ","needs to study for quant and do legal process assessment for 2moro "," needs study quant do legal process assessment 2moro"
"1316",0,1468129384,"Mon Apr 06 23:52:32 PDT 2009","NO_QUERY","jadeheart","@itsangie i canceled it, with plane tickets, hotel stay and tickets.. it was close to $400 if we eat cheaply.   man i soooo want to see O!","itsangie i canceled it with plane tickets hotel stay and tickets it was close to 400 if we eat cheaply   man i soooo want to see O","itsangie i canceled it with plane tickets hotel stay and tickets it was close to 400 if we eat cheaply   man i soooo want to see O"," itsangie canceled plane tickets hotel stay tickets was close eat man soooo want see"
"1317",0,1468129509,"Mon Apr 06 23:52:35 PDT 2009","NO_QUERY","Peppery","@polaroidskyline that sounds fair horrible.  i was going to repeat myself, but i guess the text I just sent you would do it better. whee.","polaroidskyline that sounds fair horrible  i was going to repeat myself but i guess the text I just sent you would do it better whee","polaroidskyline that sounds fair horrible  i was going to repeat myself but i guess the text I just sent you would do it better whee"," polaroidskyline sounds fair horrible was going repeat guess text just sent do"
"1318",0,1468129510,"Mon Apr 06 23:52:35 PDT 2009","NO_QUERY","SiMoNeHotDish","@bivancamp aw, that suuuucks  Sorry dear!","bivancamp aw that suuuucks  Sorry dear","bivancamp aw that suuuucks  Sorry dear"," bivancamp suuuucks Sorry dear"
"1319",0,1468129540,"Mon Apr 06 23:52:35 PDT 2009","NO_QUERY","manishsinha","@NeYawn Yeah! Interview... Don't know even when it is... ","NeYawn Yeah Interview Don't know even when it is ","NeYawn Yeah Interview Don t know even when it is "," NeYawn Interview Don know even is"
"1320",0,1468129797,"Mon Apr 06 23:52:41 PDT 2009","NO_QUERY","Hollywood_Trey","@LFTA So ur just gonna delete me like that...Y do I feel like &quot;Tom Cruise&quot; on Jerry Maguire when he got fired right now, yo.  LOL!","LFTA So ur just gonna delete me like thatY do I feel like quotTom Cruisequot on Jerry Maguire when he got fired right now yo  LOL","LFTA So ur just gonna delete me like thatY do I feel like quotTom Cruisequot on Jerry Maguire when he got fired right now yo  LOL"," LFTA ur just gonna delete like thatY do feel like quotTom Cruisequot Jerry Maguire got fired right LOL"
"1321",0,1468129897,"Mon Apr 06 23:52:43 PDT 2009","NO_QUERY","AMEFACE","had the worst dream abt some turd face i used to date... ugh. it was awful. ","had the worst dream abt some turd face i used to date ugh it was awful ","had the worst dream abt some turd face i used to date ugh it was awful "," had dream abt turd face used date was awful"
"1322",0,1468130066,"Mon Apr 06 23:52:47 PDT 2009","NO_QUERY","ItsDawns","@shresthayash  ouch I can just imagine a toothpic in the eye or something ","shresthayash  ouch I can just imagine a toothpic in the eye or something ","shresthayash  ouch I can just imagine a toothpic in the eye or something "," shresthayash just imagine toothpic eye"
"1323",0,1468130215,"Mon Apr 06 23:52:49 PDT 2009","NO_QUERY","sayekuna10","uh...I feel so lonely  I wish my BFFWIAMC (Best Friend Forever Who Is Also My Cousin) has a Twitter","uhI feel so lonely  I wish my BFFWIAMC Best Friend Forever Who Is Also My Cousin has a Twitter","uhI feel so lonely  I wish my BFFWIAMC Best Friend Forever Who Is Also My Cousin has a Twitter"," uhI feel lonely wish BFFWIAMC Best Friend Who Is Cousin has Twitter"
"1324",0,1468130270,"Mon Apr 06 23:52:51 PDT 2009","NO_QUERY","amyamoore","Why do people keep following me and then randomly stop?  It makes me sad!","Why do people keep following me and then randomly stop  It makes me sad","Why do people keep following me and then randomly stop  It makes me sad"," do people keep following then stop makes sad"
"1325",0,1468130276,"Mon Apr 06 23:52:51 PDT 2009","NO_QUERY","Extremo","Still feeling bleh... Spew burps and all ","Still feeling bleh Spew burps and all ","Still feeling bleh Spew burps and all "," feeling bleh Spew burps"
"1326",0,1468130348,"Mon Apr 06 23:52:52 PDT 2009","NO_QUERY","chikalicia","hot deadline... ","hot deadline ","hot deadline "," hot deadline"
"1327",0,1468130353,"Mon Apr 06 23:52:56 PDT 2009","NO_QUERY","halli0400","has to return the shirt she bought from Topshop bc she has $50 in her bank account that has to last her the rest of the month, life sucks ","has to return the shirt she bought from Topshop bc she has 50 in her bank account that has to last her the rest of the month life sucks ","has to return the shirt she bought from Topshop bc she has 50 in her bank account that has to last her the rest of the month life sucks "," has return shirt bought Topshop has bank account has last rest month life sucks"
"1328",0,1468131051,"Mon Apr 06 23:53:07 PDT 2009","NO_QUERY","bookshopgirl212","woke up at 6am  far too early...more coffee then","woke up at 6am  far too earlymore coffee then","woke up at 6am  far too earlymore coffee then"," woke earlymore coffee then"
"1329",0,1468131202,"Mon Apr 06 23:53:10 PDT 2009","NO_QUERY","cementgaloshes","is tooooooooo cold. ","is tooooooooo cold ","is tooooooooo cold "," is tooooooooo cold"
"1330",0,1468131371,"Mon Apr 06 23:53:14 PDT 2009","NO_QUERY","lynhthy","Why is it raining tomorrow night after it was sooo nice today?!  Guess I should be thankful that I was able to enjoy it at least.","Why is it raining tomorrow night after it was sooo nice today  Guess I should be thankful that I was able to enjoy it at least","Why is it raining tomorrow night after it was sooo nice today  Guess I should be thankful that I was able to enjoy it at least"," is raining night was sooo nice Guess be thankful was able enjoy"
"1331",0,1468131389,"Mon Apr 06 23:53:14 PDT 2009","NO_QUERY","johnholdun","Michael Crichton ","Michael Crichton ","Michael Crichton "," Michael Crichton"
"1332",0,1468131477,"Mon Apr 06 23:53:18 PDT 2009","NO_QUERY","foxythang2000","CURSE MY SLOW INTERNET. I miss YouTube ","CURSE MY SLOW INTERNET I miss YouTube ","CURSE MY SLOW INTERNET I miss YouTube "," CURSE SLOW INTERNET miss YouTube"
"1333",0,1468131634,"Mon Apr 06 23:53:20 PDT 2009","NO_QUERY","melissaaaaaaaaa","feels a headache coming on! ","feels a headache coming on ","feels a headache coming on "," feels headache coming"
"1334",0,1468131748,"Mon Apr 06 23:53:22 PDT 2009","NO_QUERY","steveslee","@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ","gordonchiu You're one letter alway    Koreans don't use quotXquot so there's no hope for me ","gordonchiu You re one letter alway    Koreans don t use quotXquot so there s no hope for me "," gordonchiu letter alway Koreans don use quotXquot s no hope"
"1335",0,1468131856,"Mon Apr 06 23:53:24 PDT 2009","NO_QUERY","MJSia","Working on the Holy Week ","Working on the Holy Week ","Working on the Holy Week "," Working Holy Week"
"1336",0,1468131926,"Mon Apr 06 23:53:26 PDT 2009","NO_QUERY","teganpearce","@marnieblaze haha nope. i guess nothing is original these days ","marnieblaze haha nope i guess nothing is original these days ","marnieblaze haha nope i guess nothing is original these days "," marnieblaze haha guess is original days"
"1337",0,1468131943,"Mon Apr 06 23:53:26 PDT 2009","NO_QUERY","projiuk","Lots of revision to do tonight too for my final assessments. More assessments today as well, 90% pass mark is harsh ","Lots of revision to do tonight too for my final assessments More assessments today as well 90 pass mark is harsh ","Lots of revision to do tonight too for my final assessments More assessments today as well 90 pass mark is harsh "," revision do final assessments assessments well pass mark is harsh"
"1338",0,1468132270,"Mon Apr 06 23:53:33 PDT 2009","NO_QUERY","BecBradshaw","all thats stapling chipped my nails ","all thats stapling chipped my nails ","all thats stapling chipped my nails "," thats stapling chipped nails"
"1339",0,1468132343,"Mon Apr 06 23:53:34 PDT 2009","NO_QUERY","kimmiecubaby"," is cold"," is cold"," is cold"," is cold"
"1340",0,1468132582,"Mon Apr 06 23:53:40 PDT 2009","NO_QUERY","emilio_delgado","@PaulTeeter we passed by the border ","PaulTeeter we passed by the border ","PaulTeeter we passed by the border "," PaulTeeter passed border"
"1341",0,1468132895,"Mon Apr 06 23:53:49 PDT 2009","NO_QUERY","kiwimark73","Chewie update. OCD in left legs fixed, but possible OCD in Right leg as well, and worse still hip dysplasia in both hips  Not good...","Chewie update OCD in left legs fixed but possible OCD in Right leg as well and worse still hip dysplasia in both hips  Not good","Chewie update OCD in left legs fixed but possible OCD in Right leg as well and worse still hip dysplasia in both hips  Not good"," Chewie update OCD left legs fixed possible OCD Right leg well still hip dysplasia hips good"
"1342",0,1468132941,"Mon Apr 06 23:53:47 PDT 2009","NO_QUERY","eemusings","Just got back from the hospital. BF's nephew might have meningitis ","Just got back from the hospital BF's nephew might have meningitis ","Just got back from the hospital BF s nephew might have meningitis "," got back hospital BF s nephew have meningitis"
"1343",0,1468133099,"Mon Apr 06 23:53:51 PDT 2009","NO_QUERY","mrtux_hdb","Chi?u nay h?p chu?n b? t? ch?c m?y s? ki?n ? tr??ng ! Bao nhi�u vi?c ","Chiu nay hp chun b t chc my s kin  trng  Bao nhiu vic ","Chiu nay hp chun b t chc my s kin  trng  Bao nhiu vic "," Chiu nay hp chun chc s kin trng Bao nhiu vic"
"1344",0,1468133161,"Mon Apr 06 23:53:52 PDT 2009","NO_QUERY","Laiinieee","is coldd ","is coldd ","is coldd "," is coldd"
"1345",0,1468133212,"Mon Apr 06 23:53:53 PDT 2009","NO_QUERY","paul_steele","Please watch this vid and tell me if you are not moved  http://www.youtube.com/watch?v=EUJSME0TORw","Please watch this vid and tell me if you are not moved  http//wwwyoutubecom/watchvEUJSME0TORw","Please watch this vid and tell me if you are not moved  http  wwwyoutubecom watchvEUJSME0TORw"," watch vid tell are moved http wwwyoutubecom watchvEUJSME0TORw"
"1346",0,1468133228,"Mon Apr 06 23:53:54 PDT 2009","NO_QUERY","ironfist68","Boo another day at work  but only 3 to go then 3 days off ; )","Boo another day at work  but only 3 to go then 3 days off  ","Boo another day at work  but only 3 to go then 3 days off  "," Boo day work only go then days"
"1347",0,1468133316,"Mon Apr 06 23:53:56 PDT 2009","NO_QUERY","mahoekst","driving to schiphol. apperantly I am not the only one. Stuck around aalsmeer ","driving to schiphol apperantly I am not the only one Stuck around aalsmeer ","driving to schiphol apperantly I am not the only one Stuck around aalsmeer "," driving schiphol am only Stuck aalsmeer"
"1348",0,1468133338,"Mon Apr 06 23:53:59 PDT 2009","NO_QUERY","RachelPipkin","Not anymore  how does Daisy manage to take up 75% of the bed?","Not anymore  how does Daisy manage to take up 75 of the bed","Not anymore  how does Daisy manage to take up 75 of the bed"," does Daisy manage take bed"
"1349",0,1468133469,"Mon Apr 06 23:53:59 PDT 2009","NO_QUERY","Samm_xo","@garretjiroux do u write back on twitter? i miss ya garee...  x","garretjiroux do u write back on twitter i miss ya garee  x","garretjiroux do u write back on twitter i miss ya garee  x"," garretjiroux do write back twitter miss garee"
"1350",0,1468133607,"Mon Apr 06 23:54:02 PDT 2009","NO_QUERY","Goldae","Getting changed in the hopes that, that means we can go to the store now!  Poor cat is out of food...oops. ","Getting changed in the hopes that that means we can go to the store now  Poor cat is out of foodoops ","Getting changed in the hopes that that means we can go to the store now  Poor cat is out of foodoops "," Getting changed hopes means go store Poor cat is foodoops"
"1351",0,1468133697,"Mon Apr 06 23:54:03 PDT 2009","NO_QUERY","HeartStarDot","I'm in pain ","I'm in pain ","I m in pain "," m pain"
"1352",0,1468134871,"Mon Apr 06 23:54:28 PDT 2009","NO_QUERY","morgans_mommy","@nicolerichie: Haha. Yeah, they were that band from MMC! I used to have a CD, but I lost it. ","nicolerichie Haha Yeah they were that band from MMC I used to have a CD but I lost it ","nicolerichie Haha Yeah they were that band from MMC I used to have a CD but I lost it "," nicolerichie were band used have CD lost"
"1353",0,1468135281,"Mon Apr 06 23:54:36 PDT 2009","NO_QUERY","rissaf12","i miss my bcd friends ","i miss my bcd friends ","i miss my bcd friends "," miss bcd friends"
"1354",0,1468135546,"Mon Apr 06 23:54:41 PDT 2009","NO_QUERY","Bosun_McShiny","@oliyoung But that requires assembly! Assembly is completely overrated tonight. This is harder than I thought ","oliyoung But that requires assembly Assembly is completely overrated tonight This is harder than I thought ","oliyoung But that requires assembly Assembly is completely overrated tonight This is harder than I thought "," oliyoung requires assembly Assembly is overrated is thought"
"1355",0,1468135579,"Mon Apr 06 23:54:42 PDT 2009","NO_QUERY","sasi263","On a diet.... Woke up 2day Hungry ","On a diet Woke up 2day Hungry ","On a diet Woke up 2day Hungry "," diet Woke 2day Hungry"
"1356",0,1468135711,"Mon Apr 06 23:54:45 PDT 2009","NO_QUERY","JDidda","@JBeauty oooh *heads high killin 'em wit da no* lol didn't think so..  but u don't really know me yet I'm a good tucker inner haha","JBeauty oooh heads high killin 'em wit da no lol didn't think so  but u don't really know me yet I'm a good tucker inner haha","JBeauty oooh heads high killin  em wit da no lol didn t think so  but u don t really know me yet I m a good tucker inner haha"," JBeauty heads high killin wit da no lol didn think don know m good tucker inner haha"
