"","X","V1","V2","V3","V4","V5","V6","V6_clean1","V6_clean2","V6_clean3"
"106",106,0,1467837602,"Mon Apr 06 22:26:45 PDT 2009","NO_QUERY","GetGary","@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ","paradisej cool i will their are all kinds of complaints about this laptop online about overheating but no recalls ","paradisej cool i will their are all kinds of complaints about this laptop online about overheating but no recalls "," paradisej cool will are kinds complaints laptop online overheating no recalls"
"1084",1084,0,1468076636,"Mon Apr 06 23:35:09 PDT 2009","NO_QUERY","britto819","damnnn! i missed 11:11 ","damnnn i missed 1111 ","damnnn i missed 1111 "," damnnn missed"
"3411",3411,0,1468589811,"Tue Apr 07 02:35:27 PDT 2009","NO_QUERY","VinoGlocal","@Winetweat: sorry  but follow us, we're going to publish pictures and video and sometimes also in english","Winetweat sorry  but follow us we're going to publish pictures and video and sometimes also in english","Winetweat sorry  but follow us we re going to publish pictures and video and sometimes also in english"," Winetweat sorry follow going publish pictures video english"
"4429",4429,0,1468820771,"Tue Apr 07 03:54:36 PDT 2009","NO_QUERY","gimraent","Hello all, slow getting going today ... I just feel like curling up with my book for the rest of the day ... ","Hello all slow getting going today  I just feel like curling up with my book for the rest of the day  ","Hello all slow getting going today  I just feel like curling up with my book for the rest of the day  "," slow getting going just feel like curling book rest day"
"9924",9924,4,1468586676,"Tue Apr 07 02:34:22 PDT 2009","NO_QUERY","jp3design","a new zealand web designer who is a twitter newbie is no longer a twitter virgin! hello hello ","a new zealand web designer who is a twitter newbie is no longer a twitter virgin hello hello ","a new zealand web designer who is a twitter newbie is no longer a twitter virgin hello hello "," new zealand web designer is twitter newbie is no twitter virgin hello hello"
"8064",8064,4,1468323998,"Tue Apr 07 00:58:47 PDT 2009","NO_QUERY","maenad_au","@maxcelcat The matress is lovely. Now we just have to work out a way to bribe William into thinking of the back room as his bedroom. ","maxcelcat The matress is lovely Now we just have to work out a way to bribe William into thinking of the back room as his bedroom ","maxcelcat The matress is lovely Now we just have to work out a way to bribe William into thinking of the back room as his bedroom "," maxcelcat matress is lovely just have work way bribe William thinking back room bedroom"
"2995",2995,0,1468493677,"Tue Apr 07 02:00:46 PDT 2009","NO_QUERY","x0_blondie","why won't twitter let me change my picture? ","why won't twitter let me change my picture ","why won t twitter let me change my picture "," won twitter let change picture"
"5532",5532,4,1467918117,"Mon Apr 06 22:48:25 PDT 2009","NO_QUERY","pratama","@javajive humm, the iStore had alot of similiar reqs. Maybe you should head their way ","javajive humm the iStore had alot of similiar reqs Maybe you should head their way ","javajive humm the iStore had alot of similiar reqs Maybe you should head their way "," javajive humm iStore had alot similiar reqs head way"
"8460",8460,4,1468380456,"Tue Apr 07 01:19:03 PDT 2009","NO_QUERY","deltafoxtrot","And suddenly, boom. The strangest things happen� ","And suddenly boom The strangest things happen ","And suddenly boom The strangest things happen "," boom things happen"
"4503",4503,0,1468836832,"Tue Apr 07 03:59:35 PDT 2009","NO_QUERY","Iwakuralain","@sage_rules I wish it were that easy bro.  I am srsly down over this.  I couldn't even finish my yummy oatmeal today ","sagerules I wish it were that easy bro  I am srsly down over this  I couldn't even finish my yummy oatmeal today ","sagerules I wish it were that easy bro  I am srsly down over this  I couldn t even finish my yummy oatmeal today "," sagerules wish were easy bro am couldn even finish yummy oatmeal"
"172",172,0,1467856352,"Mon Apr 06 22:31:40 PDT 2009","NO_QUERY","AshaleaMay","currently at work.. ","currently at work ","currently at work "," work"
"723",723,0,1467992351,"Mon Apr 06 23:09:29 PDT 2009","NO_QUERY","angelistic","@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol","Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam marwan accent lol","Torturedlady yea  ma naaaaaaaaaaaaaaaaaaaam marwan accent lol"," Torturedlady ma naaaaaaaaaaaaaaaaaaaam marwan accent lol"
"4686",4686,0,1468880257,"Tue Apr 07 04:12:49 PDT 2009","NO_QUERY","tractorqueen","@Majestic76 hour just to check if Jon had twittered. Have a major headache fr such disruptive sleep pattern. ","Majestic76 hour just to check if Jon had twittered Have a major headache fr such disruptive sleep pattern ","Majestic76 hour just to check if Jon had twittered Have a major headache fr such disruptive sleep pattern "," Majestic76 hour just check Jon had twittered Have major headache fr disruptive sleep pattern"
"9377",9377,4,1468515358,"Tue Apr 07 02:08:33 PDT 2009","NO_QUERY","georgiibeatle","@brettgrace I will loom into it  Ive never been to NZ, I want to go though. My friend lives there. What city did you go to?","brettgrace I will loom into it  Ive never been to NZ I want to go though My friend lives there What city did you go to","brettgrace I will loom into it  Ive never been to NZ I want to go though My friend lives there What city did you go to"," brettgrace will loom Ive been NZ want go friend lives city did go"
"3695",3695,0,1468651926,"Tue Apr 07 02:58:04 PDT 2009","NO_QUERY","pjimmy","Three cheers for fiber to the home... now we only have to wait 8 years for it ","Three cheers for fiber to the home now we only have to wait 8 years for it ","Three cheers for fiber to the home now we only have to wait 8 years for it "," cheers fiber home only have wait years"
"2177",2177,0,1468322073,"Tue Apr 07 00:58:03 PDT 2009","NO_QUERY","Seattle_Dude","@DelicatelyReal  I feel your pain","DelicatelyReal  I feel your pain","DelicatelyReal  I feel your pain"," DelicatelyReal feel pain"
"2294",2294,0,1468345048,"Tue Apr 07 01:06:09 PDT 2009","NO_QUERY","mckjerral","@catdevnull nah, same one, rang up to see what progress was, someone else has offered but been rejected, they reckon 117-118+ to get it ","catdevnull nah same one rang up to see what progress was someone else has offered but been rejected they reckon 117118 to get it ","catdevnull nah same one rang up to see what progress was someone else has offered but been rejected they reckon 117118 to get it "," catdevnull rang see progress was has offered been rejected reckon get"
"1868",1868,0,1468251325,"Tue Apr 07 00:33:02 PDT 2009","NO_QUERY","lacosanostra84","Allergies playin up like mad today ","Allergies playin up like mad today ","Allergies playin up like mad today "," Allergies playin like mad"
"8426",8426,4,1468379406,"Tue Apr 07 01:18:39 PDT 2009","NO_QUERY","aspireinspire","Just remembering the jar of tads in the kitchen window big bro caught -  - maybe that's why I like frogs (and pigs ) hehe","Just remembering the jar of tads in the kitchen window big bro caught    maybe that's why I like frogs and pigs  hehe","Just remembering the jar of tads in the kitchen window big bro caught    maybe that s why I like frogs and pigs  hehe"," remembering jar tads kitchen window big bro caught s like frogs pigs hehe"
"2164",2164,0,1468319784,"Tue Apr 07 00:57:13 PDT 2009","NO_QUERY","katkathir","Tried with smsjunction.com.. but got ODBC Driver errors.  ","Tried with smsjunctioncom but got ODBC Driver errors  ","Tried with smsjunctioncom but got ODBC Driver errors  "," Tried smsjunctioncom got ODBC Driver errors"
"2508",2508,0,1468390805,"Tue Apr 07 01:22:48 PDT 2009","NO_QUERY","dionbp","Morning!! I'm baggered! Been the gym then off to work later ","Morning I'm baggered Been the gym then off to work later ","Morning I m baggered Been the gym then off to work later "," Morning m baggered Been gym then work"
"895",895,0,1468033516,"Mon Apr 06 23:21:48 PDT 2009","NO_QUERY","schofs_travels","Sodding M25   http://twitpic.com/2y3y0","Sodding M25   http//twitpiccom/2y3y0","Sodding M25   http  twitpiccom 2y3y0"," Sodding M25 http twitpiccom"
"4029",4029,0,1468726013,"Tue Apr 07 03:23:40 PDT 2009","NO_QUERY","teamheidi","@heidimontag can't wait for your album.. yay! but i want it now  when will it be out ?","heidimontag can't wait for your album yay but i want it now  when will it be out ","heidimontag can t wait for your album yay but i want it now  when will it be out "," heidimontag wait album want will be"
"2674",2674,0,1468426131,"Tue Apr 07 01:35:43 PDT 2009","NO_QUERY","AyshieMarie","ugh why did my mum wake me up so early!! 8:45 geesh! I NEED SLEEP! And @princessnadys...there is noth  awww ","ugh why did my mum wake me up so early 845 geesh I NEED SLEEP And princessnadysthere is noth  awww ","ugh why did my mum wake me up so early 845 geesh I NEED SLEEP And princessnadysthere is noth  awww "," did mum wake early geesh NEED SLEEP princessnadysthere is noth awww"
"3473",3473,0,1468602936,"Tue Apr 07 02:40:14 PDT 2009","NO_QUERY","Dionza","Having delay to 1500 ","Having delay to 1500 ","Having delay to 1500 "," Having delay"
"441",441,0,1467924273,"Mon Apr 06 22:50:11 PDT 2009","NO_QUERY","xll00llx","Uh oh... I think I am getting sick ","Uh oh I think I am getting sick ","Uh oh I think I am getting sick "," think am getting sick"
"7984",7984,4,1468310761,"Tue Apr 07 00:53:57 PDT 2009","NO_QUERY","rosalyn1035","@skepticabin I still like my Thunderbird!  (When it works).","skepticabin I still like my Thunderbird  When it works","skepticabin I still like my Thunderbird  When it works"," skepticabin still like Thunderbird works"
"9512",9512,4,1468529578,"Tue Apr 07 02:13:44 PDT 2009","NO_QUERY","CherubNKOTB","@Sassy1inVegas NP? Lol.  hhmm will Danny and Jordan join in?  Danny maybe Jordan, me hopes not. ","Sassy1inVegas NP Lol  hhmm will Danny and Jordan join in  Danny maybe Jordan me hopes not ","Sassy1inVegas NP Lol  hhmm will Danny and Jordan join in  Danny maybe Jordan me hopes not "," Sassy1inVegas NP Lol hhmm will Danny Jordan join Danny Jordan hopes"
"4608",4608,0,1468863612,"Tue Apr 07 04:07:39 PDT 2009","NO_QUERY","yoyulia","i hate cleaning ","i hate cleaning ","i hate cleaning "," hate cleaning"
"1500",1500,0,1468167941,"Tue Apr 07 00:05:08 PDT 2009","NO_QUERY","racadwall2","stupid thing wont let me get into my old twitter page so i had to make a new one ","stupid thing wont let me get into my old twitter page so i had to make a new one ","stupid thing wont let me get into my old twitter page so i had to make a new one "," stupid thing wont let get old twitter page had make new"
"1334",1334,0,1468131748,"Mon Apr 06 23:53:22 PDT 2009","NO_QUERY","steveslee","@gordonchiu You're one letter alway!    Koreans don't use &quot;X&quot; so there's no hope for me. ","gordonchiu You're one letter alway    Koreans don't use quotXquot so there's no hope for me ","gordonchiu You re one letter alway    Koreans don t use quotXquot so there s no hope for me "," gordonchiu letter alway Koreans don use quotXquot s no hope"
"7773",7773,4,1468281920,"Tue Apr 07 00:43:43 PDT 2009","NO_QUERY","thomasleitner","Part 3: long before the US became afraid of the words fuck, cock, pussy and so on   RAW is Delirous and DELIRIOUS is raw  5 out of 5","Part 3 long before the US became afraid of the words fuck cock pussy and so on   RAW is Delirous and DELIRIOUS is raw  5 out of 5","Part 3 long before the US became afraid of the words fuck cock pussy and so on   RAW is Delirous and DELIRIOUS is raw  5 out of 5"," Part long US became afraid words fuck cock pussy RAW is Delirous DELIRIOUS is raw"
"5573",5573,4,1467919610,"Mon Apr 06 22:48:51 PDT 2009","NO_QUERY","riotandahalf","And p.s. I'm getting paid to boss my sister around ","And ps I'm getting paid to boss my sister around ","And ps I m getting paid to boss my sister around "," ps m getting paid boss sister"
"3256",3256,0,1468553296,"Tue Apr 07 02:22:29 PDT 2009","NO_QUERY","Soozintheshed","Coughing up a lung - again !  I've had this on and off since Xmas ","Coughing up a lung  again   I've had this on and off since Xmas ","Coughing up a lung  again   I ve had this on and off since Xmas "," Coughing lung ve had Xmas"
"5849",5849,4,1467972258,"Mon Apr 06 23:03:42 PDT 2009","NO_QUERY","grgdhiraj","@daygan Wow! This Ubuntu feature is really cool  ?? again! Got More??","daygan Wow This Ubuntu feature is really cool   again Got More","daygan Wow This Ubuntu feature is really cool   again Got More"," daygan Ubuntu feature is cool Got"
"4434",4434,0,1468826884,"Tue Apr 07 03:56:29 PDT 2009","NO_QUERY","Kaeilyn","doesn't understand Ohio weather... it's APRIL!...i have to run a track meet in shorts and a tank top tonight, this is gonna be great!. ","doesn't understand Ohio weather it's APRILi have to run a track meet in shorts and a tank top tonight this is gonna be great ","doesn t understand Ohio weather it s APRILi have to run a track meet in shorts and a tank top tonight this is gonna be great "," doesn understand Ohio weather s APRILi have run track meet shorts tank top is gonna be great"
"6107",6107,4,1468022188,"Mon Apr 06 23:18:16 PDT 2009","NO_QUERY","LeftCoastMama","@stylekid  the mint ones are the fall cookies.  The spring ones are the chocolate/vanilla.  I think I can still get some mint ones. ","stylekid  the mint ones are the fall cookies  The spring ones are the chocolate/vanilla  I think I can still get some mint ones ","stylekid  the mint ones are the fall cookies  The spring ones are the chocolate vanilla  I think I can still get some mint ones "," stylekid mint ones are fall cookies spring ones are chocolate vanilla think still get mint ones"
"30",30,0,1467815753,"Mon Apr 06 22:21:04 PDT 2009","NO_QUERY","BaptisteTheFool","Meh... Almost Lover is the exception... this track gets me depressed every time. ","Meh Almost Lover is the exception this track gets me depressed every time ","Meh Almost Lover is the exception this track gets me depressed every time "," Meh Lover is exception track gets depressed time"
"9543",9543,4,1468530896,"Tue Apr 07 02:14:15 PDT 2009","NO_QUERY","chummy828","@markdan_03 nope, ahm.. preps for props ","markdan03 nope ahm preps for props ","markdan03 nope ahm preps for props "," markdan03 ahm preps props"
"155",155,0,1467845095,"Mon Apr 06 22:28:48 PDT 2009","NO_QUERY","mannyrique","@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!","jonathanchard Not calorie wise   I wish junk food was calorie free I ate a thing of sour skittles and a big ass cherry coke","jonathanchard Not calorie wise   I wish junk food was calorie free I ate a thing of sour skittles and a big ass cherry coke"," jonathanchard calorie wise wish junk food was calorie free ate thing sour skittles big ass cherry coke"
"2662",2662,0,1468423640,"Tue Apr 07 01:34:50 PDT 2009","NO_QUERY","katexuereb","no missing 17 again on thursday is the worst ","no missing 17 again on thursday is the worst ","no missing 17 again on thursday is the worst "," no missing thursday is"
"1636",1636,0,1468201440,"Tue Apr 07 00:16:00 PDT 2009","NO_QUERY","joshslifestream","Twitter is down? ","Twitter is down ","Twitter is down "," Twitter is"
"3599",3599,0,1468631241,"Tue Apr 07 02:50:31 PDT 2009","NO_QUERY","miavida","insomnia has got the best of me again... ohhh so tired and can't find sleep ","insomnia has got the best of me again ohhh so tired and can't find sleep ","insomnia has got the best of me again ohhh so tired and can t find sleep "," insomnia has got ohhh tired find sleep"
"3426",3426,0,1468593185,"Tue Apr 07 02:36:39 PDT 2009","NO_QUERY","paulrjmellors","@myrtti  ouch","myrtti  ouch","myrtti  ouch"," myrtti"
"9151",9151,4,1468475754,"Tue Apr 07 01:54:09 PDT 2009","NO_QUERY","_Katxx","Vampires Are Attractive ","Vampires Are Attractive ","Vampires Are Attractive "," Vampires Are Attractive"
"1612",1612,0,1468193375,"Tue Apr 07 00:13:20 PDT 2009","NO_QUERY","Mina_Minaa","these guys who is Bill Gates's associates makes me feel like I know nothing!!! I don't even know my name now ","these guys who is Bill Gates's associates makes me feel like I know nothing I don't even know my name now ","these guys who is Bill Gates s associates makes me feel like I know nothing I don t even know my name now "," guys is Bill Gates s associates makes feel like know don even know name"
"5354",5354,4,1467882345,"Mon Apr 06 22:38:35 PDT 2009","NO_QUERY","dreamgir1","@DaveJMatthews Welcome back to NYC! ","DaveJMatthews Welcome back to NYC ","DaveJMatthews Welcome back to NYC "," DaveJMatthews Welcome back NYC"
"1989",1989,0,1468279358,"Tue Apr 07 00:42:50 PDT 2009","NO_QUERY","maryanna03","i dont understand.  i didnt mean to break anyones heart. ","i dont understand  i didnt mean to break anyones heart ","i dont understand  i didnt mean to break anyones heart "," dont understand didnt mean break anyones heart"
"4665",4665,0,1468876828,"Tue Apr 07 04:11:42 PDT 2009","NO_QUERY","OurDogBaxter","It's snowing in April? I'll never get to go out and run around ","It's snowing in April I'll never get to go out and run around ","It s snowing in April I ll never get to go out and run around "," s snowing April ll get go run"
"462",462,0,1467929248,"Mon Apr 06 22:51:34 PDT 2009","NO_QUERY","SHARisDOPE","Just heard that they found Sandra Cantu... She was only 8 yrs old ","Just heard that they found Sandra Cantu She was only 8 yrs old ","Just heard that they found Sandra Cantu She was only 8 yrs old "," heard found Sandra Cantu was only yrs old"
"7988",7988,4,1468311056,"Tue Apr 07 00:54:04 PDT 2009","NO_QUERY","CaedesZabini","@jaredleto Goodnight Jared! btw, the yearbooks look beautiful ","jaredleto Goodnight Jared btw the yearbooks look beautiful ","jaredleto Goodnight Jared btw the yearbooks look beautiful "," jaredleto Goodnight Jared btw yearbooks look beautiful"
"1836",1836,0,1468244952,"Tue Apr 07 00:30:53 PDT 2009","NO_QUERY","saboteurs","Downloading the torrent of last night's SYTYCDA, where my love BJ was tragically (but predictably) eliminated ","Downloading the torrent of last night's SYTYCDA where my love BJ was tragically but predictably eliminated ","Downloading the torrent of last night s SYTYCDA where my love BJ was tragically but predictably eliminated "," Downloading torrent last night s SYTYCDA love BJ was eliminated"
"1947",1947,0,1468268537,"Tue Apr 07 00:38:59 PDT 2009","NO_QUERY","Anna1968","@Linda_James Thank you!! I spent ages on Thursday tidying up, then along came everyone and it looked like a right tip again ","LindaJames Thank you I spent ages on Thursday tidying up then along came everyone and it looked like a right tip again ","LindaJames Thank you I spent ages on Thursday tidying up then along came everyone and it looked like a right tip again "," LindaJames Thank spent ages Thursday tidying then came looked like right tip"
"1266",1266,0,1468117261,"Mon Apr 06 23:48:30 PDT 2009","NO_QUERY","T_Vee","It's official! I'm going to have an educational summer. Owh God. Bless me ","It's official I'm going to have an educational summer Owh God Bless me ","It s official I m going to have an educational summer Owh God Bless me "," s official m going have educational summer Owh God Bless"
"3740",3740,0,1468663567,"Tue Apr 07 03:01:56 PDT 2009","NO_QUERY","RebelSean","@davidtaraso I'm stuck on Chapter 3 Incineration Destination. ","davidtaraso I'm stuck on Chapter 3 Incineration Destination ","davidtaraso I m stuck on Chapter 3 Incineration Destination "," davidtaraso m stuck Chapter Incineration Destination"
"1428",1428,0,1468152662,"Tue Apr 07 00:00:18 PDT 2009","NO_QUERY","guypursey","woke up to find this cold/flu/illness-type thing isn't going without a fight and, apparently, beats you up in your sleep. Sorry, keynote ","woke up to find this cold/flu/illnesstype thing isn't going without a fight and apparently beats you up in your sleep Sorry keynote ","woke up to find this cold flu illnesstype thing isn t going without a fight and apparently beats you up in your sleep Sorry keynote "," woke find cold flu illnesstype thing isn going fight beats sleep Sorry keynote"
"6623",6623,4,1468103134,"Mon Apr 06 23:43:49 PDT 2009","NO_QUERY","roseydough","I love LUSH products......they're products smell and feel so good ","I love LUSH productsthey're products smell and feel so good ","I love LUSH productsthey re products smell and feel so good "," love LUSH productsthey products smell feel good"
"7159",7159,4,1468193135,"Tue Apr 07 00:13:15 PDT 2009","NO_QUERY","Mmmbaileys","@Rosaapril cinema and dinner wiff the buddies  simple yet cheap : D x","Rosaapril cinema and dinner wiff the buddies  simple yet cheap  D x","Rosaapril cinema and dinner wiff the buddies  simple yet cheap  D x"," Rosaapril cinema dinner wiff buddies simple cheap D"
"2942",2942,0,1468484427,"Tue Apr 07 01:57:29 PDT 2009","NO_QUERY","SugaMamaa","can't sleep....i have to wake up in 4 hours ","can't sleepi have to wake up in 4 hours ","can t sleepi have to wake up in 4 hours "," sleepi have wake hours"
"6493",6493,4,1468086751,"Mon Apr 06 23:38:25 PDT 2009","NO_QUERY","urbanrocker","@zukyleigh. That...was beautiful. Please madam..give us some more! ","zukyleigh Thatwas beautiful Please madamgive us some more ","zukyleigh Thatwas beautiful Please madamgive us some more "," zukyleigh Thatwas beautiful madamgive"
"4057",4057,0,1468735245,"Tue Apr 07 03:26:48 PDT 2009","NO_QUERY","felicecuore","Wow, I am so going to say this in a sarcastic manner,&quot;Friend, you rock.&quot;. I'm appalled, but kind of expected it. ","Wow I am so going to say this in a sarcastic mannerquotFriend you rockquot I'm appalled but kind of expected it ","Wow I am so going to say this in a sarcastic mannerquotFriend you rockquot I m appalled but kind of expected it "," am going say sarcastic mannerquotFriend rockquot m appalled kind expected"
"2173",2173,0,1468321382,"Tue Apr 07 00:57:48 PDT 2009","NO_QUERY","Phylop","Finger hurts, can't sleep even after my vicoden &amp; alcohol combo... ","Finger hurts can't sleep even after my vicoden amp alcohol combo ","Finger hurts can t sleep even after my vicoden amp alcohol combo "," Finger hurts sleep even vicoden amp alcohol combo"
"3235",3235,0,1468549477,"Tue Apr 07 02:21:07 PDT 2009","NO_QUERY","remcobron","@gvenk Thanks! @AlexanderNL Sorry ","gvenk Thanks AlexanderNL Sorry ","gvenk Thanks AlexanderNL Sorry "," gvenk Thanks AlexanderNL Sorry"
"6896",6896,4,1468146730,"Mon Apr 06 23:58:24 PDT 2009","NO_QUERY","guardian_renata","@ScarlettDane btw, i saw you're coming to volterra  my house is open if you need a place to stay.","ScarlettDane btw i saw you're coming to volterra  my house is open if you need a place to stay","ScarlettDane btw i saw you re coming to volterra  my house is open if you need a place to stay"," ScarlettDane btw saw coming volterra house is open need place stay"
"6527",6527,4,1468087853,"Mon Apr 06 23:38:47 PDT 2009","NO_QUERY","_kelli","Dear magic cleaning fairies--please come to my house tonight so I will wake up to a pretty home ","Dear magic cleaning fairiesplease come to my house tonight so I will wake up to a pretty home ","Dear magic cleaning fairiesplease come to my house tonight so I will wake up to a pretty home "," Dear magic cleaning fairiesplease come house will wake pretty home"
"1082",1082,0,1468075908,"Mon Apr 06 23:34:56 PDT 2009","NO_QUERY","Georgiesaur","@laurwee_boo im ok I guess had a hard day ","laurweeboo im ok I guess had a hard day ","laurweeboo im ok I guess had a hard day "," laurweeboo im ok guess had hard day"
"9622",9622,4,1468543522,"Tue Apr 07 02:19:01 PDT 2009","NO_QUERY","whenbella","Fuck it, I can't sleep! Going shopping today ","Fuck it I can't sleep Going shopping today ","Fuck it I can t sleep Going shopping today "," Fuck sleep Going shopping"
"6181",6181,4,1468037026,"Mon Apr 06 23:22:56 PDT 2009","NO_QUERY","FRESHselects","@jcrillz so's the real Common these days... ","jcrillz so's the real Common these days ","jcrillz so s the real Common these days "," jcrillz s real Common days"
"3856",3856,0,1468688452,"Tue Apr 07 03:10:34 PDT 2009","NO_QUERY","nadkat","now i have to do my stupid italian homework ","now i have to do my stupid italian homework ","now i have to do my stupid italian homework "," have do stupid italian homework"
"5508",5508,4,1467917541,"Mon Apr 06 22:48:14 PDT 2009","NO_QUERY","Hornbach","@fachatc  Obi und Hornbach. #Baumarkt (via twitter.com): @fachatc  Obi und Hornbach. #Baumarkt http://tiny.. http://tinyurl.com/d9wnza","fachatc  Obi und Hornbach Baumarkt via twittercom fachatc  Obi und Hornbach Baumarkt http//tiny http//tinyurlcom/d9wnza","fachatc  Obi und Hornbach Baumarkt via twittercom fachatc  Obi und Hornbach Baumarkt http  tiny http  tinyurlcom d9wnza"," fachatc Obi und Hornbach Baumarkt twittercom fachatc Obi und Hornbach Baumarkt http tiny http tinyurlcom d9wnza"
"1814",1814,0,1468238925,"Tue Apr 07 00:28:52 PDT 2009","NO_QUERY","una_avion2010","@amyg0716 thats really sad  i wolud hate that! but i had choco milk earlier =D lol","amyg0716 thats really sad  i wolud hate that but i had choco milk earlier D lol","amyg0716 thats really sad  i wolud hate that but i had choco milk earlier D lol"," amyg0716 thats sad wolud hate had choco milk D lol"
"4587",4587,0,1468858987,"Tue Apr 07 04:06:12 PDT 2009","NO_QUERY","purplelipstiick","I wanna go back to sleep ","I wanna go back to sleep ","I wanna go back to sleep "," wanna go back sleep"
"2471",2471,0,1468384388,"Tue Apr 07 01:20:28 PDT 2009","NO_QUERY","cloudyduck","is about to kill off one of her favourite characters. Dawww ","is about to kill off one of her favourite characters Dawww ","is about to kill off one of her favourite characters Dawww "," is kill favourite characters Dawww"
"5950",5950,4,1467989730,"Mon Apr 06 23:08:43 PDT 2009","NO_QUERY","YCSTB","lol at dion putting eyedrops in his eyes ","lol at dion putting eyedrops in his eyes ","lol at dion putting eyedrops in his eyes "," lol dion putting eyedrops eyes"
"8439",8439,4,1468379821,"Tue Apr 07 01:18:48 PDT 2009","NO_QUERY","moggy99","Bug smile , sit down, thank you, big smile ha ha  I sit therefore I am ","Bug smile  sit down thank you big smile ha ha  I sit therefore I am ","Bug smile  sit down thank you big smile ha ha  I sit therefore I am "," Bug smile sit thank big smile sit am"
"8225",8225,4,1468350597,"Tue Apr 07 01:08:09 PDT 2009","NO_QUERY","kathleeenx3","Nice dayy. ","Nice dayy ","Nice dayy "," Nice dayy"
"8326",8326,4,1468364817,"Tue Apr 07 01:13:20 PDT 2009","NO_QUERY","Scyranth","@JennaMadison ur tune in! cool beans yay! Rock n roll Train and Thunderstruck back to back! ","JennaMadison ur tune in cool beans yay Rock n roll Train and Thunderstruck back to back ","JennaMadison ur tune in cool beans yay Rock n roll Train and Thunderstruck back to back "," JennaMadison ur tune cool beans Rock roll Train Thunderstruck back back"
"4735",4735,0,1468896086,"Tue Apr 07 04:17:30 PDT 2009","NO_QUERY","Ayshah_","okay off to do some job hunting.. can you believe a small gaming comp told me I was over qualified with experience &gt;.&lt; for real  ninnies","okay off to do some job hunting can you believe a small gaming comp told me I was over qualified with experience gtlt for real  ninnies","okay off to do some job hunting can you believe a small gaming comp told me I was over qualified with experience gtlt for real  ninnies"," okay do job hunting believe small gaming comp told was qualified experience gtlt real ninnies"
"5860",5860,4,1467972943,"Mon Apr 06 23:03:51 PDT 2009","NO_QUERY","MMAlover","Watching Paranormal State.Pretty interesting ","Watching Paranormal StatePretty interesting ","Watching Paranormal StatePretty interesting "," Watching Paranormal StatePretty interesting"
"548",548,0,1467950027,"Mon Apr 06 22:57:33 PDT 2009","NO_QUERY","dcousineau","@hert Jesus Camp? Yeah... ","hert Jesus Camp Yeah ","hert Jesus Camp Yeah "," hert Jesus Camp"
"7659",7659,4,1468267062,"Tue Apr 07 00:38:30 PDT 2009","NO_QUERY","st2251a","Guitar Learning System   http://www.extremetech.com/article2/0,2845,2344543,00.asp","Guitar Learning System   http//wwwextremetechcom/article2/02845234454300asp","Guitar Learning System   http  wwwextremetechcom article2 02845234454300asp"," Guitar Learning System http wwwextremetechcom article2 02845234454300asp"
"6849",6849,4,1468145092,"Mon Apr 06 23:57:50 PDT 2009","NO_QUERY","veronica78","HEY GUYS EVERYONE ADD @MattWayneCeleb please and thank you ","HEY GUYS EVERYONE ADD MattWayneCeleb please and thank you ","HEY GUYS EVERYONE ADD MattWayneCeleb please and thank you "," GUYS ADD MattWayneCeleb thank"
"7997",7997,4,1468311332,"Tue Apr 07 00:54:10 PDT 2009","NO_QUERY","DmitryBaranovsk","@scenariogirl I know one dog friendly office  We are working there. ","scenariogirl I know one dog friendly office  We are working there ","scenariogirl I know one dog friendly office  We are working there "," scenariogirl know dog friendly office are working"
"6752",6752,4,1468129671,"Mon Apr 06 23:52:38 PDT 2009","NO_QUERY","Markowski_","Wohoooo! Wilco is coming to Pukkelpop?? Do you think I can invite them for a good coffee at my house  ?","Wohoooo Wilco is coming to Pukkelpop Do you think I can invite them for a good coffee at my house  ","Wohoooo Wilco is coming to Pukkelpop Do you think I can invite them for a good coffee at my house  "," Wohoooo Wilco is coming Pukkelpop Do think invite good coffee house"
"8893",8893,4,1468446217,"Tue Apr 07 01:43:11 PDT 2009","NO_QUERY","cyberdees","Asked for Joburg advice by @robtheshep One word - Kevlar  #fb","Asked for Joburg advice by robtheshep One word  Kevlar  fb","Asked for Joburg advice by robtheshep One word  Kevlar  fb"," Asked Joburg advice robtheshep word Kevlar fb"
"2036",2036,0,1468290215,"Tue Apr 07 00:46:37 PDT 2009","NO_QUERY","SarahAnnGreen","Got to pause twilight now as nearly at work ","Got to pause twilight now as nearly at work ","Got to pause twilight now as nearly at work "," Got pause twilight work"
"4216",4216,0,1468768620,"Tue Apr 07 03:38:03 PDT 2009","NO_QUERY","1314179","I miss the chai latte from Expresso House ","I miss the chai latte from Expresso House ","I miss the chai latte from Expresso House "," miss chai latte Expresso House"
"3004",3004,0,1468495877,"Tue Apr 07 02:01:30 PDT 2009","NO_QUERY","fisher_david","finalising annual report for 2008... Ugh ","finalising annual report for 2008 Ugh ","finalising annual report for 2008 Ugh "," finalising annual report"
